Coordinates,Traffic,Passenger Frequency,Landmark Proximity
"[16.44914, 120.59051]",0.01999999999999999,0.20999999999999996,False
"[16.44912, 120.59051]",0.01999999999999999,0.1499999999999999,False
"[16.44894, 120.5905]",0.02999999999999997,0.11999999999999988,True
"[16.44876, 120.59049]",0.044999999999999984,0.27,True
"[16.44858, 120.59048]",0.044999999999999984,0.05999999999999994,True
"[16.44844, 120.59047]",0.03999999999999998,0.17999999999999994,False
"[16.44839, 120.59042]",0.009999999999999995,0.23999999999999977,True
"[16.44818, 120.59038]",0.009999999999999995,0.27,False
"[16.4481, 120.59039]",0.024999999999999994,0.17999999999999994,True
"[16.44802, 120.59041]",0.02999999999999997,0.08999999999999997,False
"[16.44796, 120.59042]",0.02999999999999997,0.17999999999999994,False
"[16.44788, 120.59044]",0.01999999999999999,0.17999999999999994,False
"[16.44779, 120.59048]",0.034999999999999976,0.27,False
"[16.44778, 120.59048]",0.02999999999999997,0.2999999999999998,False
"[16.44747, 120.59064]",0.014999999999999986,0.23999999999999977,True
"[16.44711, 120.59082]",0.03999999999999998,0.11999999999999988,False
"[16.4468, 120.59099]",0.02999999999999997,0.08999999999999997,False
"[16.44652, 120.59109]",0.044999999999999984,0.11999999999999988,True
"[16.44631, 120.59115]",0.04999999999999999,0.1499999999999999,True
"[16.44626, 120.59116]",0.02999999999999997,0.08999999999999997,True
"[16.44609, 120.59119]",0.034999999999999976,0.08999999999999997,False
"[16.44608, 120.59119]",0.024999999999999994,0.17999999999999994,True
"[16.44605, 120.59124]",0.014999999999999986,0.23999999999999977,False
"[16.44593, 120.59128]",0.0,0.23999999999999977,False
"[16.44584, 120.5913]",0.009999999999999995,0.11999999999999988,False
"[16.44568, 120.59134]",0.044999999999999984,0.05999999999999994,False
"[16.44562, 120.59136]",0.03999999999999998,0.20999999999999996,True
"[16.44529, 120.59143]",0.014999999999999986,0.27,False
"[16.44508, 120.59148]",0.04999999999999999,0.27,False
"[16.44497, 120.5915]",0.024999999999999994,0.17999999999999994,False
"[16.44489, 120.59147]",0.02999999999999997,0.1499999999999999,True
"[16.44431, 120.59159]",0.04999999999999999,0.23999999999999977,False
"[16.4443, 120.59159]",0.024999999999999994,0.17999999999999994,False
"[16.44426, 120.5916]",0.024999999999999994,0.17999999999999994,False
"[16.44401, 120.59175]",0.034999999999999976,0.11999999999999988,True
"[16.44382, 120.59187]",0.02999999999999997,0.17999999999999994,False
"[16.44368, 120.59195]",0.024999999999999994,0.08999999999999997,False
"[16.44353, 120.59205]",0.04999999999999999,0.20999999999999996,False
"[16.44325, 120.59222]",0.0049999999999999975,0.11999999999999988,False
"[16.44302, 120.59236]",0.04999999999999999,0.2999999999999998,True
"[16.4426, 120.59264]",0.01999999999999999,0.02999999999999997,True
"[16.4425, 120.59271]",0.0049999999999999975,0.05999999999999994,True
"[16.44229, 120.59286]",0.034999999999999976,0.27,True
"[16.44209, 120.59299]",0.009999999999999995,0.1499999999999999,False
"[16.44208, 120.593]",0.009999999999999995,0.11999999999999988,False
"[16.442, 120.59305]",0.01999999999999999,0.05999999999999994,False
"[16.44189, 120.59313]",0.02999999999999997,0.27,True
"[16.44136, 120.59353]",0.01999999999999999,0.1499999999999999,True
"[16.4413, 120.59359]",0.034999999999999976,0.1499999999999999,False
"[16.44128, 120.59361]",0.0,0.23999999999999977,True
"[16.44121, 120.59368]",0.024999999999999994,0.23999999999999977,True
"[16.4409, 120.59411]",0.044999999999999984,0.1499999999999999,False
"[16.44089, 120.59412]",0.02999999999999997,0.20999999999999996,True
"[16.44069, 120.59443]",0.014999999999999986,0.08999999999999997,False
"[16.4406, 120.59455]",0.02999999999999997,0.02999999999999997,True
"[16.44056, 120.59462]",0.034999999999999976,0.11999999999999988,True
